pts,elo_i,opp_pts,elo_n
91,1341.6565,107,1334.8947
104,1716.7095,92,1717.5507
92,1308.2758,104,1307.4346
102,1480.8765,94,1491.7019
94,1431.3284,102,1420.5029
106,1613.8105,93,1625.7593
93,1507.0255,106,1495.0768
96,1471.1753,113,1448.1653
113,1427.8007,96,1450.8107
91,1400.0728,96,1395.4547
96,1603.59,91,1608.208
106,1572.1207,103,1577.5094
103,1662.2206,106,1656.8319
85,1494.5284,104,1486.6301
104,1556.6841,85,1564.5824
111,1579.6914,89,1596.1458
89,1463.0704,111,1446.6161
106,1676.5377,80,1688.0402
80,1447.0939,106,1435.5914
98,1625.7593,97,1627.1271
97,1486.6301,98,1485.2623
105,1627.5585,99,1631.6533
99,1577.5094,105,1573.4146
104,1472.2079,95,1477.4857
95,1427.1407,104,1421.8629
108,1466.4945,101,1474.9222
101,1566.9778,108,1558.55
120,1376.0566,100,1383.9877
100,1307.4346,120,1299.5035
94,1717.5507,102,1706.4191
102,1558.5579,94,1569.6895
114,1418.4001,113,1423.5846
113,1391.5839,114,1386.3994
107,1334.8947,130,1331.7799
130,1596.1458,107,1599.2605
90,1364.6696,115,1351.8856
115,1564.5824,90,1577.3663
118,1420.5029,90,1455.8956
90,1495.0768,118,1459.6841
89,1491.7019,102,1482.9006
102,1674.5647,89,1683.366
101,1446.6161,88,1461.765
88,1608.208,101,1593.0591
90,1448.1653,94,1446.4366
94,1627.1271,90,1628.8557
102,1631.6533,93,1634.7837
93,1482.9006,102,1479.7703
97,1351.8856,95,1355.6217
95,1386.3994,97,1382.6633
110,1688.0402,105,1692.0944
105,1455.8956,110,1451.8414
106,1656.8319,98,1658.6677
98,1423.5846,106,1421.7488
101,1421.8629,117,1411.3569
117,1395.4547,101,1405.9607
108,1569.6895,110,1557.4167
110,1299.5035,108,1311.7762
87,1450.8107,94,1446.0159
94,1485.2623,87,1490.0571
87,1435.5914,96,1430.9291
96,1706.4191,87,1711.0814
99,1683.366,89,1684.4205
89,1331.7799,99,1330.7253
96,1477.4857,107,1473.2731
107,1593.0591,96,1597.2717
95,1461.765,115,1450.746
115,1459.6841,95,1470.7031
116,1573.4146,104,1581.307
104,1577.3663,116,1569.4739
88,1383.9877,95,1381.6324
95,1558.55,88,1560.9053
110,1599.2605,97,1603.229
97,1451.8414,110,1447.8729
101,1597.2717,111,1591.4412
111,1634.7837,101,1640.6143
91,1411.3569,103,1402.0804
103,1569.4739,91,1578.7504
98,1490.0571,101,1485.1007
101,1421.7488,98,1426.7052
107,1711.0814,106,1713.3668
106,1474.9222,107,1472.6368
95,1311.7762,120,1288.4861
120,1355.6217,95,1378.9119
108,1557.4167,92,1565.7228
92,1330.7253,108,1322.4193
87,1473.2731,95,1466.4758
95,1446.4366,87,1453.2339
100,1628.8557,86,1639.4945
86,1479.7703,100,1469.1315
99,1450.746,118,1447.062
118,1658.6677,99,1662.3517
101,1405.9607,108,1402.0795
108,1684.4205,101,1688.3018
112,1381.6324,109,1385.3759
109,1382.6633,112,1378.9199
98,1430.9291,89,1437.8595
89,1446.0159,98,1439.0854
104,1470.7031,86,1491.3763
86,1662.3517,104,1641.6785
105,1560.9053,102,1564.9777
102,1581.307,105,1577.2346
96,1603.229,83,1610.1134
83,1565.7228,96,1558.8384
97,1692.0944,98,1681.4697
98,1402.0795,97,1412.7041
82,1472.6368,85,1471.389
85,1688.3018,82,1689.5496
108,1639.4945,116,1625.0542
116,1591.4412,108,1605.8815
109,1402.0804,118,1387.6078
118,1378.9199,109,1393.3926
107,1447.8729,94,1455.298
94,1426.7052,107,1419.2802
96,1385.3759,112,1371.4777
112,1288.4861,96,1302.3843
98,1453.2339,92,1463.5957
92,1640.6143,98,1630.2524
95,1439.0854,91,1442.2758
91,1378.9119,95,1375.7216
98,1466.4758,109,1459.2222
109,1469.1315,98,1476.3851
95,1322.4193,118,1315.8237
118,1447.062,95,1453.6576
102,1485.1007,110,1475.1268
110,1558.8384,102,1568.8123
101,1437.8595,98,1445.0095
98,1610.1134,101,1602.9634
90,1476.3851,95,1473.8804
95,1605.8815,90,1608.3862
95,1471.389,96,1464.0791
96,1371.4777,95,1378.7876
84,1315.8237,103,1311.9216
103,1713.3668,84,1717.2689
92,1641.6785,83,1646.2084
83,1564.9777,92,1560.4478
107,1412.7041,112,1401.8365
112,1375.7216,107,1386.5891
95,1393.3926,121,1388.1447
121,1577.2346,95,1582.4825
100,1578.7504,99,1579.9779
99,1419.2802,100,1418.0526
122,1681.4697,104,1682.7832
104,1302.3843,122,1301.0708
102,1625.0542,95,1632.4015
95,1689.5496,102,1682.2023
81,1459.2222,93,1453.2917
93,1717.2689,81,1723.1993
96,1630.2524,102,1620.2788
102,1455.298,96,1465.2716
95,1491.3763,102,1481.9843
102,1560.4478,95,1569.8398
94,1475.1268,98,1470.2706
98,1442.2758,94,1447.132
92,1463.5957,98,1458.2117
98,1453.6576,92,1459.0416
102,1378.7876,98,1389.3278
98,1445.0095,102,1434.4694
84,1464.0791,81,1470.8225
81,1418.0526,84,1411.3092
104,1646.2084,99,1649.4722
99,1568.8123,104,1565.5485
91,1582.4825,109,1567.2363
109,1682.2023,91,1697.4485
103,1579.9779,87,1583.5286
87,1386.5891,103,1383.0385
94,1411.3092,103,1409.7271
103,1682.7832,94,1684.3654
76,1453.2917,88,1446.1044
88,1470.2706,76,1477.458
85,1569.8398,81,1580.2828
81,1632.4015,85,1621.9585
108,1608.3862,99,1610.444
99,1383.0385,108,1380.9807
108,1473.8804,111,1472.8485
111,1723.1993,108,1724.2312
108,1387.6078,121,1381.9327
121,1465.2716,108,1470.9467
112,1602.9634,87,1610.8291
87,1301.0708,112,1293.2051
81,1434.4694,88,1429.1704
88,1447.132,81,1452.4309
98,1401.8365,105,1395.8828
105,1388.1447,98,1394.0984
104,1610.8291,124,1600.3613
124,1620.2788,104,1630.7466
94,1459.0416,64,1488.3126
64,1446.1044,94,1416.8334
70,1565.5485,80,1555.7898
80,1481.9843,70,1491.7429
97,1470.8225,109,1450.9158
109,1394.0984,97,1414.0051
99,1311.9216,103,1302.6346
103,1293.2051,99,1302.4921
102,1381.9327,108,1378.3267
108,1458.2117,102,1461.8177
87,1610.444,102,1602.9331
102,1649.4722,87,1656.983
113,1567.2363,117,1555.9459
117,1472.8485,113,1484.1389
104,1389.3278,117,1384.4576
117,1697.4485,104,1702.3186
94,1583.5286,98,1574.6444
98,1580.2828,94,1589.167
102,1702.3186,87,1722.2671
87,1724.2312,102,1704.2827
87,1452.4309,93,1442.8982
93,1491.7429,87,1501.2756
86,1684.3654,77,1696.8286
77,1656.983,86,1644.5198
93,1380.9807,124,1374.7252
124,1555.9459,93,1562.2014
96,1630.7466,107,1621.9792
107,1589.167,96,1597.9343
85,1461.8177,96,1453.3699
96,1429.1704,85,1437.6183
101,1470.9467,106,1468.7104
106,1621.9585,101,1624.1947
132,1378.3267,127,1387.6567
127,1562.2014,132,1552.8713
110,1600.3613,98,1608.4431
98,1409.7271,110,1401.6453
97,1450.9158,112,1438.6041
112,1574.6444,97,1586.9561
89,1414.0051,101,1401.8717
101,1302.4921,89,1314.6255
98,1602.9331,93,1605.8438
93,1302.6346,98,1299.724
91,1477.458,98,1472.0148
98,1484.1389,91,1489.5822
103,1384.4576,112,1380.8146
112,1704.2827,103,1707.9258
97,1555.7898,76,1560.9249
76,1395.8828,97,1390.7477
108,1722.2671,83,1729.5696
83,1605.8438,108,1598.5413
104,1624.1947,96,1636.7458
96,1621.9792,104,1609.4281
92,1374.7252,90,1383.9175
90,1696.8286,92,1687.6364
80,1401.6453,114,1391.7014
114,1501.2756,80,1511.2195
88,1442.8982,95,1435.7969
95,1586.9561,88,1594.0574
95,1416.8334,102,1412.8165
102,1488.3126,95,1492.3295
94,1472.0148,84,1477.9581
84,1438.6041,94,1432.6608
99,1687.6364,103,1676.1967
103,1387.6567,99,1399.0964
111,1401.8717,116,1398.4346
116,1468.7104,111,1472.1476
105,1489.5822,89,1499.3794
89,1299.724,105,1289.9268
103,1707.9258,118,1691.6288
118,1552.8713,103,1569.1683
104,1390.7477,93,1415.6902
93,1597.9343,104,1572.9918
101,1609.4281,106,1598.8054
106,1380.8146,101,1391.4373
84,1608.4431,95,1598.2723
95,1729.5696,84,1739.7404
104,1437.6183,95,1442.875
95,1391.7014,104,1386.4447
104,1435.7969,87,1454.8108
87,1412.8165,104,1393.8026
108,1598.5413,100,1601.5171
100,1453.3699,108,1450.394
124,1691.6288,118,1692.7413
118,1399.0964,124,1397.9839
99,1314.6255,117,1312.2611
117,1594.0574,99,1596.4218
110,1499.3794,98,1510.9752
98,1398.4346,110,1386.8387
106,1739.7404,101,1742.0925
101,1598.2723,106,1595.9202
121,1472.1476,110,1483.7445
110,1386.4447,121,1374.8478
107,1560.9249,103,1564.2961
103,1312.2611,107,1308.8899
95,1454.8108,104,1442.6487
104,1289.9268,95,1302.0889
95,1450.394,91,1455.8378
91,1511.2195,95,1505.7758
117,1644.5198,92,1648.8907
92,1432.6608,117,1428.2898
116,1569.1683,98,1584.7948
98,1676.1967,116,1660.5702
99,1383.9175,103,1382.2819
103,1572.9918,99,1574.6274
106,1391.4373,116,1378.0193
116,1415.6902,106,1429.1082
103,1477.9581,107,1474.0052
107,1492.3295,103,1496.2823
98,1442.875,87,1456.0247
87,1393.8026,98,1380.653
94,1636.7458,97,1632.4103
97,1601.5171,94,1605.8527
88,1429.1082,104,1417.671
104,1382.2819,88,1393.719
86,1564.2961,87,1560.92
87,1510.9752,86,1514.3513
78,1505.7758,108,1496.2817
108,1596.4218,78,1605.9158
108,1595.9202,112,1583.052
112,1442.6487,108,1455.5168
108,1378.0193,109,1377.5085
109,1692.7413,108,1693.2521
94,1308.8899,106,1304.9703
106,1648.8907,94,1652.8103
96,1496.2823,103,1493.7926
103,1660.5702,96,1663.0599
93,1652.8103,101,1640.2963
101,1456.0247,93,1468.5387
111,1304.9703,122,1299.6714
122,1374.8478,111,1380.1467
97,1496.2817,107,1480.89
107,1474.0052,97,1489.397
103,1428.2898,97,1435.6306
97,1514.3513,103,1507.0105
94,1742.0925,86,1743.8594
86,1302.0889,94,1300.322
95,1605.8527,99,1598.3229
99,1455.8378,95,1463.3676
128,1483.7445,103,1518.51
103,1584.7948,128,1550.0293
89,1397.9839,105,1394.0924
105,1574.6274,89,1578.5189
91,1377.5085,99,1372.8108
99,1632.4103,91,1637.108
95,1560.92,105,1548.0681
105,1598.8054,95,1611.6573
86,1386.8387,97,1380.1019
97,1605.9158,86,1612.6526
88,1743.8594,91,1730.0476
91,1489.397,88,1503.2087
108,1417.671,105,1430.0177
105,1611.6573,108,1599.3107
131,1693.2521,96,1705.8416
96,1637.108,131,1624.5186
132,1455.5168,89,1468.8763
89,1380.1467,132,1366.7872
91,1493.7926,86,1501.3253
86,1612.6526,91,1605.1199
98,1507.0105,85,1522.1563
85,1468.5387,98,1453.3929
105,1393.719,95,1407.5162
95,1578.5189,105,1564.7217
92,1480.89,75,1495.6542
75,1583.052,92,1568.2878
91,1463.3676,87,1474.3995
87,1548.0681,91,1537.0361
108,1453.3929,113,1449.6622
113,1503.2087,108,1506.9395
93,1380.653,98,1379.3131
98,1624.5186,93,1625.8584
123,1599.3107,122,1600.2668
122,1394.0924,123,1393.1362
97,1366.7872,90,1381.0657
90,1640.2963,97,1626.0178
79,1598.3229,88,1594.442
88,1705.8416,79,1709.7224
98,1435.6306,76,1450.9351
76,1300.322,98,1285.0176
104,1380.1019,97,1393.5476
97,1430.0177,104,1416.572
109,1518.51,105,1528.52
105,1564.7217,109,1554.7117
109,1372.8108,113,1368.1569
113,1550.0293,109,1554.6832
89,1285.0176,119,1281.698
119,1568.2878,89,1571.6074
98,1393.5476,121,1391.5396
121,1730.0476,98,1732.0557
102,1407.5162,91,1427.5376
91,1709.7224,102,1689.701
106,1495.6542,112,1489.723
112,1663.0599,106,1668.9911
101,1299.6714,107,1291.7518
107,1393.1362,101,1401.0558
97,1474.3995,92,1485.5835
92,1522.1563,97,1510.9723
108,1501.3253,103,1514.7906
103,1626.0178,108,1612.5525
118,1554.6832,110,1561.8582
110,1594.442,118,1587.2671
92,1379.3131,112,1375.8593
112,1605.1199,92,1608.5737
117,1537.0361,94,1548.6311
94,1528.52,117,1516.925
97,1468.8763,93,1473.8391
93,1506.9395,97,1501.9767
93,1571.6074,85,1580.5995
85,1668.9911,93,1659.999
97,1732.0557,99,1726.6454
99,1600.2668,97,1605.6771
101,1368.1569,108,1363.3273
108,1401.0558,101,1405.8854
91,1516.925,89,1520.6174
89,1548.6311,91,1544.9387
93,1449.6622,96,1445.9568
96,1450.9351,93,1454.6405
116,1291.7518,109,1299.8368
109,1381.0657,116,1372.9807
99,1281.698,103,1280.1907
103,1485.5835,99,1487.0908
106,1416.572,108,1411.7085
108,1514.7906,106,1519.6542
109,1489.723,105,1500.4204
105,1561.8582,109,1551.1608
107,1554.7117,98,1565.731
98,1689.701,107,1678.6818
103,1608.5737,112,1595.7144
112,1625.8584,103,1638.7178
97,1612.5525,104,1600.1189
104,1391.5396,97,1403.9731
87,1520.6174,89,1517.1241
89,1501.9767,87,1505.47
110,1445.9568,96,1450.1512
96,1299.8368,110,1295.6423
111,1544.9387,93,1572.0894
93,1638.7178,111,1611.5671
104,1411.7085,94,1424.6445
94,1375.8593,104,1362.9232
96,1473.8391,105,1470.074
105,1587.2671,96,1591.0322
102,1372.9807,108,1370.3483
108,1510.9723,102,1513.6047
113,1600.1189,81,1614.1125
81,1580.5995,113,1566.6058
102,1363.3273,100,1370.8971
100,1605.6771,102,1598.1073
84,1500.4204,94,1491.0544
94,1427.5376,84,1436.9036
95,1678.6818,77,1681.9253
77,1454.6405,95,1451.397
106,1726.6454,94,1735.8153
94,1565.731,106,1556.561
85,1280.1907,97,1278.7272
97,1595.7144,85,1597.1779
107,1519.6542,114,1512.4465
114,1659.999,107,1667.2067
110,1403.9731,115,1396.493
115,1487.0908,110,1494.5709
96,1667.2067,102,1653.1991
102,1566.6058,96,1580.6134
120,1450.1512,87,1460.5051
87,1362.9232,120,1352.5693
105,1598.1073,94,1599.6023
94,1295.6423,105,1294.1473
114,1405.8854,117,1403.9
117,1735.8153,114,1737.8007
101,1512.4465,105,1505.1125
105,1370.3483,101,1377.6823
88,1470.074,106,1461.7555
106,1513.6047,88,1521.9232
92,1494.5709,96,1488.9283
96,1424.6445,92,1430.2871
101,1451.397,105,1448.774
105,1551.1608,101,1553.7837
89,1491.0544,118,1481.3369
118,1572.0894,89,1581.8069
102,1505.47,94,1514.0729
94,1591.0322,102,1582.4293
104,1517.1241,102,1519.334
102,1436.9036,104,1434.6937
88,1370.8971,109,1361.6271
109,1614.1125,88,1623.3826
85,1681.9253,105,1666.4525
105,1597.1779,85,1612.6506
99,1352.5693,90,1367.8827
90,1396.493,99,1381.1797
82,1381.1797,94,1378.3372
94,1580.6134,82,1583.4559
95,1611.5671,100,1603.3235
100,1666.4525,95,1674.6962
115,1599.6023,97,1610.8578
97,1623.3826,115,1612.1271
115,1481.3369,102,1494.6241
102,1403.9,115,1390.6128
120,1582.4293,114,1583.5697
114,1294.1473,120,1293.007
114,1553.7837,122,1542.0314
122,1377.6823,114,1389.4346
87,1278.7272,111,1273.5112
111,1653.1991,87,1658.415
94,1434.6937,108,1428.0177
108,1488.9283,94,1495.6044
108,1521.9232,109,1517.7424
109,1612.6506,108,1616.8314
92,1430.2871,93,1425.178
93,1461.7555,92,1466.8646
108,1448.774,120,1444.1411
120,1556.561,108,1561.194
96,1460.5051,83,1487.7711
83,1658.415,96,1631.149
96,1737.8007,97,1732.8931
97,1581.8069,96,1586.7145
101,1542.0314,102,1539.8018
102,1583.4559,101,1585.6855
92,1514.0729,76,1528.2744
76,1616.8314,92,1602.6299
121,1487.7711,119,1489.6788
119,1378.3372,121,1376.4294
99,1603.3235,98,1605.1235
98,1517.7424,99,1515.9424
104,1495.6044,110,1487.0667
110,1367.8827,104,1376.4204
104,1390.6128,113,1379.1589
113,1444.1411,104,1455.595
106,1583.5697,115,1566.4161
115,1494.6241,106,1511.7777
86,1428.0177,126,1422.955
126,1674.6962,86,1679.7589
135,1519.334,110,1523.3646
110,1293.007,135,1288.9763
105,1273.5112,121,1260.2653
121,1389.4346,105,1402.6805
112,1505.1125,104,1516.3436
104,1466.8646,112,1455.6335
86,1361.6271,98,1355.8523
98,1425.178,86,1430.9528
102,1561.194,87,1572.3314
87,1612.1271,102,1600.9896
99,1539.8018,125,1525.9777
125,1528.2744,99,1542.0985
94,1376.4204,90,1382.2695
90,1455.6335,94,1449.7844
96,1402.6805,101,1395.2341
101,1487.0667,96,1494.5131
102,1732.8931,101,1734.4847
101,1422.955,102,1421.3633
86,1602.6299,92,1595.4768
92,1523.3646,86,1530.5177
80,1511.7777,98,1501.8119
98,1515.9424,80,1525.9082
112,1586.7145,95,1591.8839
95,1455.595,112,1450.4255
86,1355.8523,96,1349.5466
96,1376.4294,86,1382.7351
119,1610.8578,112,1616.0072
112,1591.8839,119,1586.7345
88,1605.1235,110,1588.3293
110,1516.3436,88,1533.1378
94,1525.9082,91,1535.0743
91,1585.6855,94,1576.5194
99,1588.3293,90,1603.5979
90,1631.149,99,1615.8805
105,1542.0985,103,1543.3245
103,1349.5466,105,1348.3207
97,1489.6788,114,1474.46
114,1379.1589,97,1394.3778
101,1566.4161,98,1568.5503
98,1450.4255,101,1448.2914
106,1421.3633,95,1424.6785
95,1260.2653,106,1256.9501
98,1679.7589,92,1683.3209
92,1600.9896,98,1597.4276
125,1530.5177,118,1536.0133
118,1525.9777,125,1520.4821
108,1288.9763,103,1297.1338
103,1430.9528,108,1422.7953
97,1595.4768,90,1603.8597
90,1494.5131,97,1486.1301
91,1382.2695,99,1377.8497
99,1449.7844,91,1454.2042
92,1572.3314,97,1562.838
97,1382.7351,92,1392.2285
100,1533.1378,108,1530.9432
108,1734.4847,100,1736.6793
113,1501.8119,83,1510.5713
83,1395.2341,113,1386.4747
108,1576.5194,97,1578.8102
97,1348.3207,108,1346.0299
65,1510.5713,104,1495.3376
104,1543.3245,65,1558.5581
92,1377.8497,86,1389.8248
86,1615.8805,92,1603.9054
123,1616.0072,118,1620.2628
118,1394.3778,123,1390.1222
104,1424.6785,97,1431.6053
97,1474.46,104,1467.5331
107,1530.9432,113,1523.6969
113,1448.2914,107,1455.5377
94,1535.0743,92,1537.7837
92,1297.1338,94,1294.4244
113,1486.1301,111,1490.1102
111,1536.0133,113,1532.0332
109,1597.4276,98,1599.9508
98,1386.4747,109,1383.9515
98,1562.838,90,1570.6261
90,1422.7953,98,1415.0072
118,1520.4821,94,1523.6505
94,1256.9501,118,1253.7816
105,1586.7345,98,1599.033
98,1603.8597,105,1591.5613
93,1392.2285,94,1389.6677
94,1603.5979,93,1606.1587
87,1683.3209,93,1679.2903
93,1736.6793,87,1740.71
85,1431.6053,105,1427.3593
105,1620.2628,85,1624.5089
89,1558.5581,103,1550.7313
103,1578.8102,89,1586.637
98,1603.9054,95,1607.1091
95,1570.6261,98,1567.4224
105,1383.9515,93,1400.4229
93,1389.8248,105,1373.3535
79,1253.7816,111,1245.9114
111,1390.1222,79,1397.9924
86,1532.0332,84,1535.3364
84,1537.7837,86,1534.4805
96,1490.1102,94,1493.3927
94,1294.4244,96,1291.142
105,1454.2042,115,1448.0275
115,1679.2903,105,1685.467
100,1599.9508,84,1602.4781
84,1346.0299,100,1343.5026
92,1415.0072,81,1429.9313
81,1606.1587,92,1591.2346
115,1467.5331,104,1485.4178
104,1523.6505,115,1505.7657
116,1568.5503,109,1581.0536
109,1591.5613,116,1579.058
101,1523.6969,96,1527.1119
96,1455.5377,101,1452.1227
88,1389.6677,112,1371.4321
112,1495.3376,88,1513.5732
106,1602.4781,95,1615.5122
95,1550.7313,106,1537.6973
100,1740.71,99,1741.6608
99,1534.4805,100,1533.5297
116,1624.5089,110,1627.238
110,1493.3927,116,1490.6636
97,1567.4224,93,1571.7494
93,1373.3535,97,1369.0265
104,1485.4178,97,1500.4808
97,1581.0536,104,1565.9906
107,1429.9313,97,1443.1302
97,1400.4229,107,1387.2239
84,1343.5026,115,1337.0789
115,1513.5732,84,1519.9969
127,1452.1227,94,1459.1846
94,1291.142,127,1284.0801
112,1505.7657,103,1509.6415
103,1397.9924,112,1394.1167
83,1245.9114,116,1243.5509
116,1599.033,83,1601.3934
128,1591.2346,78,1618.2893
78,1448.0275,128,1420.9728
105,1685.467,106,1680.5217
106,1527.1119,105,1532.0573
92,1427.3593,78,1442.3732
78,1371.4321,92,1356.4182
89,1442.3732,95,1440.0902
95,1607.1091,89,1609.3921
93,1537.6973,104,1532.8894
104,1627.238,93,1632.0459
102,1586.637,95,1597.6367
95,1565.9906,102,1554.9908
94,1615.5122,99,1608.9795
99,1535.3364,94,1541.8691
92,1741.6608,91,1744.1046
91,1519.9969,92,1517.5531
98,1443.1302,109,1425.2552
109,1387.2239,98,1405.0989
98,1490.6636,97,1497.6526
97,1571.7494,98,1564.7604
93,1579.058,98,1566.9639
98,1500.4808,93,1512.575
124,1601.3934,115,1605.5966
115,1509.6415,124,1505.4384
107,1459.1846,108,1457.9546
108,1618.2893,107,1619.5193
132,1420.9728,105,1427.9098
105,1284.0801,132,1277.1431
109,1505.4384,114,1496.4296
114,1532.8894,109,1541.8982
96,1394.1167,99,1389.3768
99,1337.0789,96,1341.8187
103,1356.4182,115,1352.1587
115,1680.5217,103,1684.7813
109,1744.1046,95,1744.7565
95,1277.1431,109,1276.4912
99,1541.8691,93,1547.6661
93,1369.0265,99,1363.2295
110,1389.3768,123,1377.4945
123,1497.6526,110,1509.5349
92,1554.9908,97,1547.3491
97,1632.0459,92,1639.6876
118,1684.7813,96,1692.8109
96,1405.0989,118,1397.0692
91,1457.9546,88,1461.167
88,1425.2552,91,1422.0428
87,1440.0902,103,1420.7274
103,1243.5509,87,1262.9137
86,1533.5297,96,1518.1947
96,1512.575,86,1527.9099
106,1605.5966,95,1619.1045
95,1564.7604,106,1551.2524
90,1597.6367,105,1587.3928
105,1566.9639,90,1577.2078
111,1532.0573,103,1537.7286
103,1517.5531,111,1511.8817
104,1427.9098,106,1423.251
106,1537.7286,104,1542.3875
94,1609.3921,96,1606.1655
96,1608.9795,94,1612.2061
112,1496.4296,106,1504.8306
106,1619.5193,112,1611.1183
100,1587.3928,91,1594.434
91,1606.1655,100,1599.1244
65,1363.2295,92,1346.4417
92,1511.8817,65,1528.6696
121,1541.8982,110,1550.4508
110,1377.4945,121,1368.9419
104,1547.3491,100,1551.6378
100,1551.2524,104,1546.9637
73,1397.0692,94,1391.588
94,1744.7565,73,1750.2377
97,1420.7274,111,1405.7053
111,1276.4912,97,1291.5133
81,1352.1587,79,1357.1833
79,1262.9137,81,1257.889
108,1527.9099,106,1534.272
106,1509.5349,108,1503.1729
101,1518.1947,84,1534.0193
84,1639.6876,101,1623.863
91,1422.0428,99,1417.6926
99,1692.8109,91,1697.1611
104,1577.2078,97,1582.1132
97,1547.6661,104,1542.7607
101,1619.1045,94,1620.4268
94,1341.8187,101,1340.4965
114,1546.9637,112,1554.9746
112,1611.1183,114,1603.1074
109,1503.1729,102,1516.2557
102,1542.7607,109,1529.6779
95,1461.167,84,1470.8984
84,1528.6696,95,1518.9381
86,1594.434,104,1585.0603
104,1612.2061,86,1621.5797
96,1340.4965,103,1335.1324
103,1550.4508,96,1555.8148
96,1423.251,106,1414.1313
106,1357.1833,96,1366.303
89,1599.1244,90,1595.0532
90,1697.1611,89,1701.2323
114,1750.2377,89,1752.2693
89,1405.7053,114,1403.6737
86,1346.4417,91,1343.1414
91,1621.5797,86,1624.88
115,1504.8306,111,1514.8563
111,1551.6378,115,1541.6121
91,1414.1313,112,1395.7494
112,1291.5133,91,1309.8953
79,1257.889,83,1252.8822
83,1417.6926,79,1422.6995
104,1368.9419,112,1366.2662
112,1534.0193,104,1536.6949
89,1582.1132,103,1566.3821
103,1623.863,89,1639.5941
117,1542.3875,102,1546.6704
102,1391.588,117,1387.3051
109,1335.1324,112,1334.3822
112,1639.5941,109,1640.3444
93,1701.2323,95,1695.0662
95,1529.6779,93,1535.844
97,1470.8984,81,1493.2573
81,1518.9381,97,1496.5792
109,1514.8563,100,1528.4562
100,1516.2557,109,1502.6559
98,1554.9746,79,1565.5505
79,1555.8148,98,1545.2389
92,1603.1074,104,1595.9312
104,1620.4268,92,1627.603
88,1366.303,99,1359.8588
99,1595.0532,88,1601.4974
90,1403.6737,82,1421.2733
82,1534.272,90,1516.6724
105,1752.2693,89,1755.3938
89,1535.844,105,1532.7195
119,1541.6121,97,1546.4933
97,1366.2662,119,1361.385
115,1546.6704,130,1530.1437
130,1387.3051,115,1403.8318
97,1343.1414,93,1349.6941
93,1252.8822,97,1246.3295
99,1585.0603,106,1578.1732
106,1536.6949,99,1543.582
82,1493.2573,99,1488.1014
99,1624.88,82,1630.0359
97,1421.2733,103,1418.8922
103,1578.1732,97,1580.5543
107,1601.4974,102,1604.3407
102,1496.5792,107,1493.736
110,1595.9312,101,1597.8849
101,1361.385,110,1359.4313
109,1528.4562,97,1550.09
97,1640.3444,109,1618.7106
99,1695.0662,97,1696.6112
97,1545.2389,99,1543.6938
99,1502.6559,103,1494.8999
103,1543.582,99,1551.338
85,1359.8588,107,1349.9458
107,1395.7494,85,1405.6624
106,1422.6995,103,1428.1667
103,1516.6724,106,1511.2051
113,1334.3822,115,1331.5967
115,1566.3821,113,1569.1676
108,1530.1437,99,1531.6168
99,1246.3295,108,1244.8563
118,1627.603,105,1633.728
105,1565.5505,118,1559.4255
102,1755.3938,86,1757.8116
86,1493.736,102,1491.3181
93,1569.1676,96,1565.2783
96,1559.4255,93,1563.3148
91,1580.5543,81,1585.5612
81,1511.2051,91,1506.1982
96,1604.3407,87,1605.2844
87,1244.8563,96,1243.9126
108,1597.8849,117,1572.3872
117,1309.8953,108,1335.3929
107,1403.8318,83,1413.5023
83,1349.6941,107,1340.0236
126,1618.7106,113,1639.7328
113,1696.6112,126,1675.589
83,1532.7195,101,1512.382
101,1546.4933,83,1566.8308
94,1494.8999,101,1480.8611
101,1428.1667,94,1442.2056
114,1488.1014,107,1497.0649
107,1405.6624,114,1396.6989
92,1349.9458,91,1360.3904
91,1630.0359,92,1619.5913
114,1550.09,102,1557.228
102,1331.5967,114,1324.4586
104,1480.8611,99,1492.4895
99,1543.6938,104,1532.0654
91,1491.3181,95,1487.3744
95,1506.1982,91,1510.142
106,1396.6989,113,1395.8911
113,1757.8116,106,1758.6194
99,1340.0236,92,1343.5775
92,1243.9126,99,1240.3586
95,1359.4313,104,1352.7083
104,1551.338,95,1558.061
95,1566.8308,102,1550.7362
102,1442.2056,95,1458.3002
98,1565.2783,81,1577.5272
81,1418.8922,98,1406.6433
81,1413.5023,93,1408.2679
93,1497.0649,81,1502.2993
102,1512.382,109,1501.4624
109,1335.3929,102,1346.3125
99,1675.589,82,1689.5818
82,1563.3148,99,1549.322
106,1639.7328,116,1632.6304
116,1633.728,106,1640.8304
89,1605.2844,96,1594.0688
96,1619.5913,89,1630.8069
115,1531.6168,104,1534.1938
104,1324.4586,115,1321.8816
117,1352.7083,127,1346.3766
127,1572.3872,117,1578.7189
101,1689.5818,89,1694.1146
89,1577.5272,101,1572.9944
123,1630.8069,117,1633.4348
117,1492.4895,123,1489.8616
92,1360.3904,94,1359.0164
94,1532.0654,92,1533.4395
97,1240.3586,104,1240.047
104,1758.6194,97,1758.931
127,1632.6304,91,1645.6226
91,1578.7189,127,1565.7267
109,1510.142,101,1519.1588
101,1408.2679,109,1399.2511
99,1406.6433,109,1400.7214
109,1640.8304,99,1646.7523
108,1585.5612,94,1599.1843
94,1501.4624,108,1487.8392
66,1550.7362,99,1530.3552
99,1487.3744,66,1507.7554
81,1502.2993,93,1478.3533
